Mobile_Model_Name,Registered_Users,Share_Percentage_of_Mobile_Brand,Quarter,Year,State
Xiaomi,17620,0.24657841,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,13325,0.186473173,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,12204,0.170785636,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,7585,0.106146268,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Realme,3991,0.055850989,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,2117,0.029625794,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,1935,0.027078844,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Apple,1812,0.025357553,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,1328,0.018584343,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,1132,0.015841473,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Others,8409,0.117677517,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,22407,0.243271413,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,17165,0.186359343,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,16781,0.182190279,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,9875,0.107212264,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Realme,5100,0.055370384,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,2523,0.027392055,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,2378,0.025817799,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Apple,2146,0.023298989,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,1545,0.016773969,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,1514,0.016437404,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Others,10673,0.115876101,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,28477,0.24441469,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,22409,0.192333771,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,21520,0.18470359,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,12699,0.108994001,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Realme,6489,0.055694312,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,2931,0.025156423,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,2811,0.024126477,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Apple,2546,0.021852014,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,2029,0.017414665,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,1795,0.015406271,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Others,12805,0.109903786,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,34460,0.245211055,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,27883,0.198410326,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,25799,0.183580964,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,15701,0.111725443,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Realme,7762,0.055232972,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,3296,0.023453733,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,3175,0.022592719,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Apple,2928,0.020835112,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,2510,0.017860701,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2058,0.014644351,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Others,14960,0.106452623,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,38996,0.245907428,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,32183,0.202944886,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,28908,0.182292849,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,18106,0.11417581,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Realme,8833,0.055700593,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,3513,0.022152857,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,3454,0.021780805,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Apple,3276,0.020658343,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,2827,0.017826964,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2202,0.013885736,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Others,16282,0.102673729,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,43202,0.244177043,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,37115,0.209773412,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,31867,0.180111796,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,20623,0.11656088,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Realme,10150,0.057367645,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,3660,0.020686264,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,3640,0.020573224,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Apple,3605,0.020375405,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,3096,0.017498545,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2366,0.013372596,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Others,17605,0.099503191,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,48012,0.242978168,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,42886,0.21703661,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,35031,0.177284183,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,23415,0.118498163,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Realme,12044,0.060952034,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Apple,3874,0.019605462,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,3849,0.019478942,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,3794,0.019200599,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,3405,0.017231956,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2529,0.012798713,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Others,18759,0.094935171,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,52683,0.241116542,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,48874,0.223683729,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,38134,0.174529511,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,26282,0.120285955,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Realme,13927,0.063740297,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Apple,4178,0.019121632,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4028,0.01843512,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,3944,0.018050674,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,3732,0.017080404,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2682,0.012274824,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Others,20032,0.091681312,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,58073,0.237212741,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,56525,0.230889573,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,42346,0.172972134,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,29921,0.122219318,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Realme,16175,0.066070568,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Apple,4502,0.018389471,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4308,0.017597033,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,4157,0.016980238,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,4069,0.016620781,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2817,0.011506695,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Others,21921,0.089541448,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,63527,0.237088816,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,62612,0.233673949,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,46194,0.172400409,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,33220,0.123980205,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Realme,18327,0.06839811,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Apple,4852,0.018108126,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4473,0.016693662,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,4325,0.016141312,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,4294,0.016025617,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,2971,0.011088055,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Others,23151,0.086401738,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,71995,0.242821922,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,68314,0.230406789,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,50714,0.171046197,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,36932,0.124562806,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Realme,20993,0.07080437,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Apple,5335,0.017993679,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4712,0.015892449,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,4635,0.015632747,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,4516,0.015231388,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,3173,0.01070177,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Others,25174,0.084905883,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,79699,0.247977573,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,73383,0.228325804,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,54230,0.168732654,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,40045,0.12459707,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Realme,23882,0.074307085,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Apple,5784,0.01799649,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,4871,0.015155758,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4859,0.015118421,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,4531,0.014097873,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Tecno,3575,0.011123349,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Others,26537,0.082567922,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,87001,0.252181197,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,77605,0.224945941,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,57137,0.165617373,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,43131,0.125019566,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Realme,27996,0.081149237,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Apple,6273,0.018182925,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,4834,0.014011838,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4803,0.013921981,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Tecno,4453,0.012907471,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Lenovo,4280,0.012406013,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Others,27481,0.079656458,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,95723,0.257407079,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,82367,0.221491688,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,59023,0.158717738,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,46708,0.125601682,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Realme,32929,0.08854881,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Apple,6802,0.018291142,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Tecno,5777,0.015534832,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4807,0.012926421,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Huawei,4785,0.012867261,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Infinix,4734,0.012730118,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Others,28219,0.075883229,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,104203,0.261184621,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,85964,0.215468602,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,61231,0.153475385,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,50155,0.125713412,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Realme,39211,0.098282297,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Apple,7542,0.018904009,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Tecno,6955,0.017432694,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Infinix,6018,0.015084106,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,5332,0.013364648,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4828,0.012101373,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Others,27524,0.068988854,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
Vivo,111699,0.263087359,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,89446,0.210674329,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Samsung,63414,0.149360529,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Oppo,53652,0.126367855,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Realme,44772,0.105452576,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Apple,8300,0.019549191,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Tecno,8287,0.019518572,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Infinix,6909,0.016272935,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
OnePlus,5945,0.014002402,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Motorola,4850,0.011423322,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Others,27296,0.06429093,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
Xiaomi,529823,0.253865556,1,2018,delhi
Samsung,407203,0.195111983,1,2018,delhi
Vivo,223992,0.107326133,1,2018,delhi
Oppo,186309,0.089270262,1,2018,delhi
Apple,138507,0.066365855,1,2018,delhi
Realme,88082,0.042204634,1,2018,delhi
OnePlus,86368,0.041383368,1,2018,delhi
Motorola,83639,0.040075763,1,2018,delhi
Lenovo,52568,0.025188043,1,2018,delhi
Huawei,37398,0.017919313,1,2018,delhi
Others,253133,0.12128909,1,2018,delhi
Xiaomi,708839,0.257185318,2,2018,delhi
Samsung,532749,0.193295263,2,2018,delhi
Vivo,313719,0.113825454,2,2018,delhi
Oppo,254431,0.092314218,2,2018,delhi
Apple,176650,0.064093238,2,2018,delhi
Realme,113976,0.041353472,2,2018,delhi
Motorola,107679,0.039068756,2,2018,delhi
OnePlus,106333,0.038580392,2,2018,delhi
Lenovo,66497,0.02412685,2,2018,delhi
Huawei,50115,0.018183032,2,2018,delhi
Others,325153,0.117974008,2,2018,delhi
Xiaomi,908753,0.259279908,3,2018,delhi
Samsung,673829,0.192252813,3,2018,delhi
Vivo,424455,0.121102932,3,2018,delhi
Oppo,332529,0.094875162,3,2018,delhi
Apple,218858,0.06244324,3,2018,delhi
Realme,140759,0.040160506,3,2018,delhi
Motorola,133126,0.037982705,3,2018,delhi
OnePlus,126799,0.036177523,3,2018,delhi
Lenovo,80056,0.022841094,3,2018,delhi
Huawei,63709,0.018177066,3,2018,delhi
Others,402038,0.11470705,3,2018,delhi
Xiaomi,1206379,0.260539406,4,2018,delhi
Samsung,892643,0.192782432,4,2018,delhi
Vivo,605041,0.130669568,4,2018,delhi
Oppo,464753,0.100371832,4,2018,delhi
Apple,279775,0.060422481,4,2018,delhi
Realme,181855,0.039274883,4,2018,delhi
Motorola,165627,0.035770152,4,2018,delhi
OnePlus,155837,0.033655824,4,2018,delhi
Lenovo,98258,0.021220596,4,2018,delhi
Huawei,84942,0.018344764,4,2018,delhi
Others,495203,0.106948062,4,2018,delhi
Xiaomi,1428603,0.259780811,1,2019,delhi
Samsung,1061515,0.193028593,1,2019,delhi
Vivo,755967,0.137466966,1,2019,delhi
Oppo,576484,0.10482932,1,2019,delhi
Apple,324092,0.058933715,1,2019,delhi
Realme,213758,0.0388703,1,2019,delhi
Motorola,186450,0.033904543,1,2019,delhi
OnePlus,175334,0.031883181,1,2019,delhi
Lenovo,109111,0.019841022,1,2019,delhi
Huawei,102139,0.018573216,1,2019,delhi
Others,565810,0.102888332,1,2019,delhi
Xiaomi,1597465,0.259099582,2,2019,delhi
Samsung,1188974,0.192844705,2,2019,delhi
Vivo,879650,0.142674141,2,2019,delhi
Oppo,664693,0.10780936,2,2019,delhi
Apple,360575,0.058483179,2,2019,delhi
Realme,240746,0.039047609,2,2019,delhi
Motorola,200193,0.032470147,2,2019,delhi
OnePlus,191881,0.031121988,2,2019,delhi
Lenovo,115488,0.018731486,2,2019,delhi
Huawei,114662,0.018597513,2,2019,delhi
Others,611121,0.099120291,2,2019,delhi
Xiaomi,1749719,0.257983665,3,2019,delhi
Samsung,1305636,0.192506774,3,2019,delhi
Vivo,1001823,0.147711701,3,2019,delhi
Oppo,749989,0.110580562,3,2019,delhi
Apple,392389,0.057854977,3,2019,delhi
Realme,269723,0.039768745,3,2019,delhi
Motorola,210710,0.031067696,3,2019,delhi
OnePlus,206752,0.030484117,3,2019,delhi
Huawei,125962,0.018572204,3,2019,delhi
Lenovo,119861,0.017672655,3,2019,delhi
Others,649722,0.095796904,3,2019,delhi
Xiaomi,1872284,0.256833203,4,2019,delhi
Samsung,1394404,0.191279339,4,2019,delhi
Vivo,1114120,0.152830985,4,2019,delhi
Oppo,825921,0.11329688,4,2019,delhi
Apple,414754,0.056894466,4,2019,delhi
Realme,300540,0.041226999,4,2019,delhi
Motorola,217242,0.029800478,4,2019,delhi
OnePlus,216727,0.029729832,4,2019,delhi
Huawei,134371,0.018432532,4,2019,delhi
Lenovo,121793,0.016707127,4,2019,delhi
Others,677727,0.092968159,4,2019,delhi
Xiaomi,1998766,0.255394287,1,2020,delhi
Samsung,1484289,0.189656483,1,2020,delhi
Vivo,1238728,0.158279686,1,2020,delhi
Oppo,909331,0.116190661,1,2020,delhi
Apple,436979,0.05583542,1,2020,delhi
Realme,333567,0.042621851,1,2020,delhi
OnePlus,225852,0.028858461,1,2020,delhi
Motorola,223909,0.028610192,1,2020,delhi
Huawei,142660,0.018228521,1,2020,delhi
Lenovo,124278,0.015879743,1,2020,delhi
Others,707838,0.090444695,1,2020,delhi
Xiaomi,2125586,0.253313168,2,2020,delhi
Samsung,1585854,0.188991506,2,2020,delhi
Vivo,1364186,0.162574592,2,2020,delhi
Oppo,1002444,0.119464592,2,2020,delhi
Apple,458450,0.054635014,2,2020,delhi
Realme,366179,0.043638772,2,2020,delhi
OnePlus,233802,0.027862964,2,2020,delhi
Motorola,231246,0.027558356,2,2020,delhi
Huawei,150807,0.017972173,2,2020,delhi
Lenovo,127388,0.015181253,2,2020,delhi
Others,745197,0.08880761,2,2020,delhi
Xiaomi,2264717,0.250406173,3,2020,delhi
Samsung,1707446,0.188789601,3,2020,delhi
Vivo,1516602,0.167688282,3,2020,delhi
Oppo,1106202,0.122311004,3,2020,delhi
Apple,485868,0.053721656,3,2020,delhi
Realme,406930,0.044993606,3,2020,delhi
OnePlus,244532,0.027037516,3,2020,delhi
Motorola,238737,0.026396772,3,2020,delhi
Huawei,159503,0.017635994,3,2020,delhi
Lenovo,131036,0.014488443,3,2020,delhi
Others,782601,0.086530954,3,2020,delhi
Xiaomi,2416705,0.247918848,4,2020,delhi
Samsung,1842707,0.189034987,4,2020,delhi
Vivo,1673743,0.171701733,4,2020,delhi
Oppo,1209582,0.124085553,4,2020,delhi
Apple,518592,0.053200011,4,2020,delhi
Realme,452392,0.046408852,4,2020,delhi
OnePlus,256533,0.026316562,4,2020,delhi
Motorola,246834,0.025321585,4,2020,delhi
Huawei,168898,0.017326483,4,2020,delhi
Lenovo,134947,0.013843603,4,2020,delhi
Others,827035,0.084841784,4,2020,delhi
Xiaomi,2575350,0.246039776,1,2021,delhi
Samsung,1963994,0.187632999,1,2021,delhi
Vivo,1839180,0.175708713,1,2021,delhi
Oppo,1318743,0.125988014,1,2021,delhi
Apple,555462,0.053066863,1,2021,delhi
Realme,511070,0.048825809,1,2021,delhi
OnePlus,269742,0.025770191,1,2021,delhi
Motorola,253270,0.024196515,1,2021,delhi
Huawei,175712,0.016786899,1,2021,delhi
Lenovo,137068,0.013094989,1,2021,delhi
Others,867619,0.082889232,1,2021,delhi
Xiaomi,2731995,0.244305512,2,2021,delhi
Samsung,2070161,0.185121767,2,2021,delhi
Vivo,2011494,0.179875538,2,2021,delhi
Oppo,1432860,0.128131858,2,2021,delhi
Realme,596308,0.053324157,2,2021,delhi
Apple,591905,0.052930424,2,2021,delhi
OnePlus,291216,0.026041656,2,2021,delhi
Motorola,252565,0.022585335,2,2021,delhi
Huawei,176234,0.015759523,2,2021,delhi
Lenovo,134680,0.012043604,2,2021,delhi
Others,893281,0.079880626,2,2021,delhi
Xiaomi,2897206,0.241835663,3,2021,delhi
Vivo,2220413,0.185342378,3,2021,delhi
Samsung,2149622,0.17943331,3,2021,delhi
Oppo,1566918,0.130793825,3,2021,delhi
Realme,707377,0.059046194,3,2021,delhi
Apple,631640,0.052724272,3,2021,delhi
OnePlus,331920,0.027706036,3,2021,delhi
Motorola,250528,0.02091208,3,2021,delhi
Huawei,172290,0.014381396,3,2021,delhi
Tecno,148235,0.012373476,3,2021,delhi
Others,903912,0.075451369,3,2021,delhi
Xiaomi,3028207,0.236853885,4,2021,delhi
Vivo,2413197,0.188750335,4,2021,delhi
Samsung,2238115,0.175056141,4,2021,delhi
Oppo,1697646,0.132782881,4,2021,delhi
Realme,840595,0.06574788,4,2021,delhi
Apple,705541,0.055184512,4,2021,delhi
OnePlus,369158,0.028874019,4,2021,delhi
Motorola,250976,0.019630309,4,2021,delhi
Tecno,176336,0.013792276,4,2021,delhi
Huawei,166930,0.013056577,4,2021,delhi
Others,898426,0.070271183,4,2021,delhi
Xiaomi,3155264,0.233046613,1,2022,delhi
Vivo,2586749,0.191056309,1,2022,delhi
Samsung,2320460,0.171388303,1,2022,delhi
Oppo,1817979,0.134275245,1,2022,delhi
Realme,964540,0.071240562,1,2022,delhi
Apple,761100,0.05621456,1,2022,delhi
OnePlus,404741,0.029894018,1,2022,delhi
Motorola,252427,0.018644163,1,2022,delhi
Tecno,206904,0.015281852,1,2022,delhi
Huawei,164421,0.012144073,1,2022,delhi
Others,904612,0.066814302,1,2022,delhi
Xiaomi,23388,0.254394361,1,2018,goa
Samsung,19288,0.20979812,1,2018,goa
Vivo,8719,0.094837713,1,2018,goa
Oppo,6969,0.075802732,1,2018,goa
Apple,5957,0.064795075,1,2018,goa
OnePlus,5457,0.059356509,1,2018,goa
Motorola,4236,0.046075531,1,2018,goa
Realme,4094,0.044530978,1,2018,goa
Lenovo,2542,0.027649669,1,2018,goa
Huawei,1595,0.017349025,1,2018,goa
Others,9691,0.105410285,1,2018,goa
Xiaomi,31481,0.257673482,2,2018,goa
Samsung,25483,0.208579567,2,2018,goa
Vivo,12317,0.100815231,2,2018,goa
Oppo,9547,0.078142649,2,2018,goa
Apple,7433,0.060839458,2,2018,goa
OnePlus,6696,0.054807078,2,2018,goa
Motorola,5508,0.045083242,2,2018,goa
Realme,5427,0.044420253,2,2018,goa
Lenovo,3352,0.027436279,2,2018,goa
Huawei,2237,0.018309951,2,2018,goa
Others,12693,0.103892809,2,2018,goa
Xiaomi,39803,0.258793774,3,2018,goa
Samsung,32023,0.208209256,3,2018,goa
Vivo,16778,0.109088308,3,2018,goa
Oppo,12470,0.081078269,3,2018,goa
Apple,8815,0.057313949,3,2018,goa
OnePlus,7931,0.0515663,3,2018,goa
Realme,6878,0.044719835,3,2018,goa
Motorola,6674,0.043393454,3,2018,goa
Lenovo,3860,0.025097203,3,2018,goa
Huawei,3053,0.019850197,3,2018,goa
Others,15517,0.100889455,3,2018,goa
Xiaomi,50867,0.260389045,4,2018,goa
Samsung,40683,0.208256975,4,2018,goa
Vivo,22715,0.116278475,4,2018,goa
Oppo,16672,0.085344254,4,2018,goa
Apple,10884,0.055715383,4,2018,goa
OnePlus,9442,0.04833376,4,2018,goa
Realme,8708,0.044576401,4,2018,goa
Motorola,8176,0.041853084,4,2018,goa
Lenovo,4769,0.024412593,4,2018,goa
Huawei,3965,0.020296903,4,2018,goa
Others,18469,0.094543128,4,2018,goa
Xiaomi,62065,0.26061087,1,2019,goa
Samsung,49562,0.208110786,1,2019,goa
Vivo,29218,0.122686352,1,2019,goa
Oppo,20988,0.08812859,1,2019,goa
Apple,12909,0.054204878,1,2019,goa
OnePlus,10892,0.045735497,1,2019,goa
Realme,10545,0.044278444,1,2019,goa
Motorola,9355,0.039281635,1,2019,goa
Lenovo,5440,0.022842554,1,2019,goa
Huawei,5049,0.021200746,1,2019,goa
Others,22129,0.092919648,1,2019,goa
Xiaomi,72286,0.259145336,2,2019,goa
Samsung,58572,0.209980641,2,2019,goa
Vivo,35425,0.126998638,2,2019,goa
Oppo,25325,0.090790134,2,2019,goa
Apple,14770,0.052950455,2,2019,goa
Realme,12215,0.043790779,2,2019,goa
OnePlus,12033,0.043138309,2,2019,goa
Motorola,10716,0.038416864,2,2019,goa
Lenovo,6125,0.021958127,2,2019,goa
Huawei,5990,0.021474152,2,2019,goa
Others,25483,0.091356564,2,2019,goa
Xiaomi,81621,0.257322017,3,2019,goa
Samsung,66756,0.210457953,3,2019,goa
Vivo,41691,0.131436912,3,2019,goa
Oppo,29561,0.093195332,3,2019,goa
Apple,16481,0.051958738,3,2019,goa
Realme,14157,0.044631992,3,2019,goa
OnePlus,13220,0.041677964,3,2019,goa
Motorola,11738,0.037005744,3,2019,goa
Huawei,6882,0.021696501,3,2019,goa
Lenovo,6410,0.020208453,3,2019,goa
Others,28677,0.090408394,3,2019,goa
Xiaomi,90791,0.256801095,4,2019,goa
Samsung,74339,0.210266839,4,2019,goa
Vivo,48072,0.135970991,4,2019,goa
Oppo,34061,0.09634107,4,2019,goa
Apple,17817,0.05039514,4,2019,goa
Realme,16393,0.046367375,4,2019,goa
OnePlus,14159,0.040048537,4,2019,goa
Motorola,12521,0.035415476,4,2019,goa
Huawei,7674,0.021705803,4,2019,goa
Lenovo,6696,0.018939544,4,2019,goa
Others,31023,0.087748129,4,2019,goa
Xiaomi,100364,0.256095943,1,2020,goa
Samsung,82358,0.210150549,1,2020,goa
Vivo,54965,0.140252615,1,2020,goa
Oppo,38778,0.098948711,1,2020,goa
Apple,19244,0.049104363,1,2020,goa
